,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count,year,month,day,hour,dayofweek
6800,2012-04-01 15:00:00,1,0,0,1,20.5,24.24,55,16.9979,295,278,573,2012,4,1,15,6
1773,2011-04-19 19:00:00,1,0,1,2,20.5,24.24,72,12.998,28,248,276,2011,4,19,19,1
7840,2012-06-07 01:00:00,1,0,1,1,21.32,25.0,77,11.0014,5,17,22,2012,6,7,1,3
8806,2012-08-09 07:00:00,2,0,1,2,28.7,33.335,84,11.0014,24,451,475,2012,8,9,7,3
978,2011-03-05 05:00:00,4,0,0,2,12.3,15.15,100,8.9981,0,3,3,2011,3,5,5,5
10725,2012-12-13 07:00:00,3,0,1,1,9.84,11.365,60,15.0013,5,380,385,2012,12,13,7,3
9064,2012-09-01 01:00:00,2,0,0,1,29.52,34.85,74,8.9981,11,68,79,2012,9,1,1,5
5006,2011-12-02 16:00:00,3,0,1,1,17.22,21.21,41,6.0032,22,254,276,2011,12,2,16,4
1883,2011-05-05 09:00:00,1,0,1,1,18.86,22.725,44,19.0012,20,164,184,2011,5,5,9,3
3222,2011-08-04 04:00:00,2,0,1,2,27.88,31.82,89,0.0,0,7,7,2011,8,4,4,3
8702,2012-08-04 23:00:00,2,0,0,1,31.16,36.365,66,19.9995,61,161,222,2012,8,4,23,5
2631,2011-06-17 13:00:00,1,0,1,1,30.34,34.09,62,19.0012,48,156,204,2011,6,17,13,4
9382,2012-09-14 07:00:00,2,0,1,2,22.96,26.515,88,0.0,17,437,454,2012,9,14,7,4
21,2011-01-01 21:00:00,4,0,0,2,16.4,20.455,87,12.998,3,31,34,2011,1,1,21,5
127,2011-01-06 13:00:00,4,0,1,1,10.66,13.635,35,7.0015,12,55,67,2011,1,6,13,3
7517,2012-05-12 14:00:00,1,0,0,1,27.06,31.06,36,12.998,257,358,615,2012,5,12,14,5
10031,2012-11-03 08:00:00,3,0,0,2,13.94,15.15,46,19.9995,10,132,142,2012,11,3,8,5
1867,2011-05-04 17:00:00,1,0,1,1,16.4,20.455,71,16.9979,22,388,410,2011,5,4,17,2
9262,2012-09-09 07:00:00,2,0,0,1,22.14,25.76,73,11.0014,20,50,70,2012,9,9,7,6
6926,2012-04-06 22:00:00,1,0,1,1,16.4,20.455,35,15.0013,34,124,158,2012,4,6,22,4
3438,2011-08-13 04:00:00,2,0,0,2,26.24,30.305,73,8.9981,5,5,10,2011,8,13,4,5
3600,2011-08-19 22:00:00,2,0,1,1,24.6,27.275,88,8.9981,25,97,122,2011,8,19,22,4
10607,2012-12-08 09:00:00,3,0,0,2,15.58,19.695,94,0.0,17,153,170,2012,12,8,9,5
598,2011-02-08 02:00:00,4,0,1,2,10.66,13.635,93,7.0015,1,1,2,2011,2,8,2,1
5037,2011-12-03 23:00:00,3,0,0,1,12.3,15.15,70,8.9981,12,73,85,2011,12,3,23,5
3015,2011-07-14 13:00:00,2,0,1,1,31.16,33.335,33,22.0028,39,138,177,2011,7,14,13,3
1497,2011-04-08 06:00:00,1,0,1,2,13.94,18.18,87,0.0,2,33,35,2011,4,8,6,4
8774,2012-08-07 23:00:00,2,0,1,1,29.52,34.85,79,0.0,18,120,138,2012,8,7,23,1
9430,2012-09-16 07:00:00,2,0,0,1,20.5,24.24,77,7.0015,28,43,71,2012,9,16,7,6
10086,2012-11-05 15:00:00,3,0,1,1,15.58,19.695,40,19.0012,24,207,231,2012,11,5,15,0
9216,2012-09-07 09:00:00,2,0,1,1,28.7,33.335,79,8.9981,33,311,344,2012,9,7,9,4
7625,2012-05-17 02:00:00,1,0,1,1,24.6,28.79,78,11.0014,8,8,16,2012,5,17,2,3
10307,2012-11-14 21:00:00,3,0,1,1,12.3,16.665,56,0.0,5,208,213,2012,11,14,21,2
7741,2012-06-02 22:00:00,1,0,0,1,23.78,27.275,46,8.9981,52,176,228,2012,6,2,22,5
5962,2012-02-04 15:00:00,4,0,0,2,13.12,15.15,66,15.0013,61,244,305,2012,2,4,15,5
2002,2011-05-10 08:00:00,1,0,1,2,20.5,24.24,51,7.0015,28,397,425,2011,5,10,8,1
1038,2011-03-07 19:00:00,4,0,1,1,12.3,14.395,33,15.0013,11,134,145,2011,3,7,19,0
4636,2011-11-06 06:00:00,3,0,0,1,10.66,14.395,81,6.0032,5,11,16,2011,11,6,6,6
8510,2012-07-15 23:00:00,2,0,0,1,29.52,34.85,79,8.9981,25,66,91,2012,7,15,23,6
2174,2011-05-17 12:00:00,1,0,1,3,22.96,26.515,83,27.9993,38,115,153,2011,5,17,12,1
2738,2011-07-03 00:00:00,2,0,0,1,28.7,32.575,58,15.0013,47,97,144,2011,7,3,0,6
9279,2012-09-10 00:00:00,2,0,1,1,22.96,26.515,52,19.0012,6,35,41,2012,9,10,0,0
8963,2012-08-15 20:00:00,2,0,1,1,28.7,32.575,61,8.9981,72,355,427,2012,8,15,20,2
4568,2011-11-03 10:00:00,3,0,1,2,16.4,20.455,76,12.998,12,98,110,2011,11,3,10,3
2803,2011-07-05 17:00:00,2,0,1,1,33.62,37.88,46,7.0015,79,466,545,2011,7,5,17,1
4999,2011-12-02 09:00:00,3,0,1,1,11.48,15.91,81,0.0,12,234,246,2011,12,2,9,4
5812,2012-01-17 09:00:00,4,0,1,3,13.12,15.15,81,16.9979,7,61,68,2012,1,17,9,1
3113,2011-07-18 15:00:00,2,0,1,1,34.44,40.15,53,22.0028,53,111,164,2011,7,18,15,0
5015,2011-12-03 01:00:00,3,0,0,1,10.66,12.88,65,12.998,9,62,71,2011,12,3,1,5
4035,2011-09-19 04:00:00,2,0,1,2,20.5,24.24,77,11.0014,2,6,8,2011,9,19,4,0
8552,2012-07-17 17:00:00,2,0,1,1,37.72,40.91,29,0.0,95,675,770,2012,7,17,17,1
6251,2012-02-16 17:00:00,4,0,1,3,13.94,18.18,87,0.0,8,281,289,2012,2,16,17,3
4399,2011-10-15 08:00:00,3,0,0,1,18.86,22.725,59,19.0012,24,101,125,2011,10,15,8,5
6605,2012-03-12 12:00:00,4,0,1,1,19.68,23.485,39,15.0013,59,162,221,2012,3,12,12,0
1996,2011-05-10 02:00:00,1,0,1,1,18.04,21.97,58,8.9981,1,4,5,2011,5,10,2,1
7184,2012-04-17 17:00:00,1,0,1,1,26.24,30.305,25,19.9995,108,673,781,2012,4,17,17,1
1109,2011-03-10 20:00:00,4,0,1,3,14.76,16.665,0,22.0028,9,29,38,2011,3,10,20,3
10619,2012-12-08 21:00:00,3,0,0,2,14.76,18.94,100,0.0,34,175,209,2012,12,8,21,5
118,2011-01-06 04:00:00,4,0,1,2,6.56,9.85,64,6.0032,0,1,1,2011,1,6,4,3
466,2011-02-02 12:00:00,4,0,1,2,9.84,11.365,93,15.0013,3,61,64,2011,2,2,12,2
4913,2011-11-17 19:00:00,3,0,1,1,12.3,14.395,45,15.0013,7,210,217,2011,11,17,19,3
8456,2012-07-13 17:00:00,2,0,1,2,32.8,35.605,36,11.0014,138,697,835,2012,7,13,17,4
295,2011-01-13 18:00:00,4,0,1,1,8.2,9.09,40,22.0028,3,141,144,2011,1,13,18,3
9478,2012-09-18 07:00:00,2,0,1,2,26.24,28.79,89,30.0026,13,343,356,2012,9,18,7,1
5998,2012-02-06 04:00:00,4,0,1,1,7.38,10.605,80,7.0015,0,2,2,2012,2,6,4,0
9284,2012-09-10 05:00:00,2,0,1,1,20.5,24.24,72,16.9979,4,36,40,2012,9,10,5,0
4843,2011-11-14 21:00:00,3,0,1,1,24.6,31.06,53,23.9994,37,176,213,2011,11,14,21,0
3160,2011-08-01 14:00:00,2,0,1,1,37.72,40.91,29,12.998,37,86,123,2011,8,1,14,0
1202,2011-03-14 20:00:00,4,0,1,1,13.94,15.91,46,15.0013,23,106,129,2011,3,14,20,0
7967,2012-06-12 08:00:00,1,0,1,2,25.42,28.03,88,15.0013,15,598,613,2012,6,12,8,1
9753,2012-10-10 18:00:00,3,0,1,2,22.96,26.515,49,11.0014,57,787,844,2012,10,10,18,2
2683,2011-06-19 17:00:00,1,0,0,1,30.34,33.335,51,0.0,159,238,397,2011,6,19,17,6
7214,2012-04-18 23:00:00,1,0,1,2,17.22,21.21,77,0.0,14,56,70,2012,4,18,23,2
7760,2012-06-03 17:00:00,1,0,0,1,28.7,31.82,34,16.9979,192,386,578,2012,6,3,17,6
4749,2011-11-10 23:00:00,3,0,1,2,13.94,16.665,57,11.0014,9,73,82,2011,11,10,23,3
1200,2011-03-14 18:00:00,4,0,1,1,14.76,18.18,40,7.0015,25,210,235,2011,3,14,18,0
2614,2011-06-16 20:00:00,1,0,1,1,25.42,28.79,83,22.0028,25,176,201,2011,6,16,20,3
8397,2012-07-11 06:00:00,2,0,1,1,26.24,28.79,89,8.9981,17,168,185,2012,7,11,6,2
8482,2012-07-14 19:00:00,2,0,0,1,29.52,35.605,84,6.0032,156,275,431,2012,7,14,19,5
9601,2012-10-04 10:00:00,3,0,1,2,27.06,30.305,83,8.9981,27,150,177,2012,10,4,10,3
8568,2012-07-18 09:00:00,2,0,1,1,33.62,39.395,56,0.0,44,253,297,2012,7,18,9,2
1939,2011-05-07 17:00:00,1,0,0,1,23.78,27.275,40,15.0013,138,216,354,2011,5,7,17,5
6913,2012-04-06 09:00:00,1,0,1,1,13.94,15.15,42,22.0028,58,318,376,2012,4,6,9,4
9784,2012-10-12 01:00:00,3,0,1,1,16.4,20.455,66,6.0032,8,29,37,2012,10,12,1,4
6309,2012-02-19 03:00:00,4,0,0,2,12.3,14.395,36,15.0013,3,12,15,2012,2,19,3,6
4484,2011-10-18 21:00:00,3,0,1,2,22.14,25.76,68,8.9981,28,178,206,2011,10,18,21,1
4184,2011-10-06 09:00:00,3,0,1,1,18.86,22.725,63,12.998,20,188,208,2011,10,6,9,3
10516,2012-12-04 14:00:00,3,0,1,2,23.78,27.275,56,15.0013,39,231,270,2012,12,4,14,1
77,2011-01-04 09:00:00,4,0,1,1,6.56,7.575,64,15.0013,2,98,100,2011,1,4,9,1
3516,2011-08-16 10:00:00,2,0,1,1,28.7,32.575,58,26.0027,28,83,111,2011,8,16,10,1
4301,2011-10-11 06:00:00,3,0,1,1,21.32,25.0,83,6.0032,9,114,123,2011,10,11,6,1
3353,2011-08-09 15:00:00,2,0,1,1,35.26,38.635,39,19.0012,58,106,164,2011,8,9,15,1
4528,2011-11-01 18:00:00,3,0,1,1,17.22,21.21,58,7.0015,39,421,460,2011,11,1,18,1
3489,2011-08-15 07:00:00,2,0,1,1,24.6,27.275,88,16.9979,10,248,258,2011,8,15,7,0
4032,2011-09-19 01:00:00,2,0,1,2,21.32,25.0,72,7.0015,3,7,10,2011,9,19,1,0
881,2011-03-01 04:00:00,4,0,1,1,9.02,10.605,69,16.9979,0,1,1,2011,3,1,4,1
4457,2011-10-17 18:00:00,3,0,1,1,22.96,26.515,60,0.0,49,469,518,2011,10,17,18,0
642,2011-02-09 23:00:00,4,0,1,3,6.56,7.575,80,12.998,0,37,37,2011,2,9,23,2
8981,2012-08-16 14:00:00,2,0,1,1,33.62,35.605,32,0.0,72,176,248,2012,8,16,14,3
2347,2011-06-05 17:00:00,1,0,0,1,30.34,33.335,51,0.0,126,264,390,2011,6,5,17,6
8432,2012-07-12 17:00:00,2,0,1,1,31.16,34.09,43,15.0013,91,704,795,2012,7,12,17,3
4493,2011-10-19 07:00:00,3,0,1,3,21.32,25.0,77,16.9979,1,67,68,2011,10,19,7,2
356,2011-01-16 08:00:00,4,0,0,1,9.02,10.605,55,19.0012,0,18,18,2011,1,16,8,6
3229,2011-08-04 11:00:00,2,0,1,2,30.34,34.85,66,15.0013,37,112,149,2011,8,4,11,3
7961,2012-06-12 02:00:00,1,0,1,2,27.88,31.82,65,12.998,0,6,6,2012,6,12,2,1
478,2011-02-03 00:00:00,4,0,1,1,8.2,8.335,40,30.0026,1,11,12,2011,2,3,0,3
2963,2011-07-12 09:00:00,2,0,1,1,31.98,36.365,55,32.9975,27,149,176,2011,7,12,9,1
6695,2012-03-16 06:00:00,4,0,1,2,16.4,20.455,87,11.0014,3,96,99,2012,3,16,6,4
3278,2011-08-06 12:00:00,2,0,0,1,32.8,37.88,55,15.0013,130,252,382,2011,8,6,12,5
2238,2011-06-01 04:00:00,1,0,1,2,27.88,31.82,89,15.0013,0,4,4,2011,6,1,4,2
5287,2011-12-14 09:00:00,3,0,1,2,12.3,16.665,61,0.0,9,230,239,2011,12,14,9,2
9088,2012-09-02 01:00:00,2,0,0,1,27.06,29.545,89,0.0,15,58,73,2012,9,2,1,6
2018,2011-05-11 00:00:00,1,0,1,2,21.32,25.0,55,8.9981,8,30,38,2011,5,11,0,2
4817,2011-11-13 19:00:00,3,0,0,1,20.5,24.24,29,23.9994,36,121,157,2011,11,13,19,6
9247,2012-09-08 16:00:00,2,0,0,3,22.96,26.515,88,12.998,19,95,114,2012,9,8,16,5
1768,2011-04-19 14:00:00,1,0,1,2,22.14,25.76,64,12.998,19,88,107,2011,4,19,14,1
9004,2012-08-17 13:00:00,2,0,1,1,34.44,12.12,36,26.0027,103,254,357,2012,8,17,13,4
1366,2011-04-02 19:00:00,1,0,0,1,14.76,16.665,53,23.9994,71,77,148,2011,4,2,19,5
7785,2012-06-04 18:00:00,1,0,1,1,26.24,31.06,38,26.0027,103,719,822,2012,6,4,18,0
2392,2011-06-07 14:00:00,1,0,1,2,32.8,36.365,43,19.0012,34,112,146,2011,6,7,14,1
491,2011-02-03 14:00:00,4,0,1,1,9.02,9.85,37,26.0027,4,43,47,2011,2,3,14,3
2049,2011-05-12 07:00:00,1,0,1,1,18.86,22.725,88,8.9981,14,283,297,2011,5,12,7,3
9163,2012-09-05 04:00:00,2,0,1,1,28.7,33.335,79,19.0012,2,3,5,2012,9,5,4,2
9989,2012-11-01 14:00:00,3,0,1,2,16.4,20.455,50,15.0013,31,154,185,2012,11,1,14,3
6307,2012-02-19 01:00:00,4,0,0,2,13.12,15.15,39,16.9979,10,62,72,2012,2,19,1,6
3918,2011-09-14 07:00:00,2,0,1,1,24.6,28.03,83,7.0015,20,350,370,2011,9,14,7,2
2429,2011-06-09 03:00:00,1,0,1,2,29.52,35.605,84,7.0015,0,2,2,2011,6,9,3,3
3317,2011-08-08 03:00:00,2,0,1,1,27.06,29.545,89,0.0,1,0,1,2011,8,8,3,0
5107,2011-12-06 21:00:00,3,0,1,2,18.04,21.97,100,12.998,6,108,114,2011,12,6,21,1
494,2011-02-03 17:00:00,4,0,1,1,8.2,9.85,40,12.998,5,170,175,2011,2,3,17,3
7032,2012-04-11 09:00:00,1,0,1,2,13.12,15.15,49,19.9995,20,282,302,2012,4,11,9,2
3708,2011-09-05 10:00:00,2,1,0,2,28.7,32.575,70,11.0014,107,137,244,2011,9,5,10,0
4727,2011-11-10 01:00:00,3,0,1,2,16.4,20.455,87,0.0,1,10,11,2011,11,10,1,3
9682,2012-10-07 19:00:00,3,0,0,2,16.4,20.455,82,7.0015,17,97,114,2012,10,7,19,6
2442,2011-06-09 16:00:00,1,0,1,1,37.72,41.665,33,8.9981,30,170,200,2011,6,9,16,3
10380,2012-11-17 22:00:00,3,0,0,2,13.12,16.665,57,7.0015,15,130,145,2012,11,17,22,5
6270,2012-02-17 12:00:00,4,0,1,1,15.58,19.695,46,26.0027,21,177,198,2012,2,17,12,4
3965,2011-09-16 06:00:00,2,0,1,1,15.58,19.695,71,15.0013,6,87,93,2011,9,16,6,4
1549,2011-04-10 10:00:00,1,0,0,2,16.4,20.455,87,0.0,69,81,150,2011,4,10,10,6
8593,2012-07-19 10:00:00,2,0,1,1,31.16,35.605,58,12.998,41,157,198,2012,7,19,10,3
1106,2011-03-10 17:00:00,4,0,1,2,18.04,21.97,0,26.0027,2,109,111,2011,3,10,17,3
4994,2011-12-02 04:00:00,3,0,1,1,9.02,13.635,80,0.0,0,3,3,2011,12,2,4,4
4642,2011-11-06 12:00:00,3,0,0,1,18.04,21.97,54,0.0,120,226,346,2011,11,6,12,6
977,2011-03-05 04:00:00,4,0,0,2,12.3,15.15,93,11.0014,0,1,1,2011,3,5,4,5
318,2011-01-14 18:00:00,4,0,1,1,8.2,12.88,47,0.0,5,134,139,2011,1,14,18,4
7488,2012-05-11 09:00:00,1,0,1,1,19.68,23.485,41,19.9995,34,288,322,2012,5,11,9,4
6027,2012-02-07 09:00:00,4,0,1,1,13.12,16.665,49,0.0,11,278,289,2012,2,7,9,1
7371,2012-05-06 12:00:00,1,0,0,2,24.6,30.305,64,6.0032,207,351,558,2012,5,6,12,6
5295,2011-12-14 17:00:00,3,0,1,2,14.76,18.18,57,7.0015,19,377,396,2011,12,14,17,2
3444,2011-08-13 10:00:00,2,0,0,2,29.52,34.85,74,15.0013,97,163,260,2011,8,13,10,5
7071,2012-04-13 00:00:00,1,0,1,1,16.4,20.455,37,16.9979,14,41,55,2012,4,13,0,4
8624,2012-08-01 17:00:00,2,0,1,1,32.8,37.12,49,11.0014,103,734,837,2012,8,1,17,2
852,2011-02-18 23:00:00,4,0,1,1,21.32,25.0,8,19.0012,16,61,77,2011,2,18,23,4
110,2011-01-05 19:00:00,4,0,1,1,9.84,12.88,38,7.0015,5,127,132,2011,1,5,19,2
10194,2012-11-10 04:00:00,3,0,0,1,10.66,13.635,87,7.0015,2,4,6,2012,11,10,4,5
3219,2011-08-04 01:00:00,2,0,1,2,27.06,29.545,94,6.0032,3,14,17,2011,8,4,1,3
141,2011-01-07 04:00:00,4,0,1,2,8.2,10.605,69,8.9981,0,1,1,2011,1,7,4,4
2633,2011-06-17 15:00:00,1,0,1,1,31.98,34.85,43,15.0013,62,181,243,2011,6,17,15,4
3047,2011-07-15 21:00:00,2,0,1,1,27.06,31.06,54,7.0015,75,186,261,2011,7,15,21,4
7043,2012-04-11 20:00:00,1,0,1,1,14.76,16.665,46,22.0028,22,213,235,2012,4,11,20,2
9426,2012-09-16 03:00:00,2,0,0,1,20.5,24.24,68,0.0,10,38,48,2012,9,16,3,6
1359,2011-04-02 12:00:00,1,0,0,3,13.12,16.665,81,8.9981,84,100,184,2011,4,2,12,5
7866,2012-06-08 03:00:00,1,0,1,1,22.14,25.76,60,6.0032,0,8,8,2012,6,8,3,4
3720,2011-09-05 22:00:00,2,1,0,2,24.6,27.275,88,39.0007,15,49,64,2011,9,5,22,0
725,2011-02-13 14:00:00,4,0,0,2,16.4,20.455,30,27.9993,51,110,161,2011,2,13,14,6
8012,2012-06-14 05:00:00,1,0,1,2,24.6,31.06,56,16.9979,0,40,40,2012,6,14,5,3
2088,2011-05-13 22:00:00,1,0,1,2,21.32,25.0,83,15.0013,25,107,132,2011,5,13,22,4
8196,2012-07-02 21:00:00,2,0,1,1,31.16,34.09,45,8.9981,17,241,258,2012,7,2,21,0
10231,2012-11-11 17:00:00,3,0,0,1,22.14,25.76,45,11.0014,151,342,493,2012,11,11,17,6
4055,2011-10-01 00:00:00,3,0,0,1,20.5,24.24,63,26.0027,24,106,130,2011,10,1,0,5
1841,2011-05-03 15:00:00,1,0,1,2,28.7,32.575,58,30.0026,37,117,154,2011,5,3,15,1
300,2011-01-13 23:00:00,4,0,1,1,4.92,6.82,50,12.998,1,14,15,2011,1,13,23,3
4607,2011-11-05 01:00:00,3,0,0,1,13.12,15.15,45,19.9995,5,57,62,2011,11,5,1,5
7966,2012-06-12 07:00:00,1,0,1,3,25.42,28.03,88,16.9979,16,287,303,2012,6,12,7,1
349,2011-01-16 01:00:00,4,0,0,1,10.66,13.635,56,8.9981,4,19,23,2011,1,16,1,6
9287,2012-09-10 08:00:00,2,0,1,1,22.96,26.515,60,19.0012,33,697,730,2012,9,10,8,0
6842,2012-04-03 10:00:00,1,0,1,1,18.04,21.97,33,0.0,77,142,219,2012,4,3,10,1
8769,2012-08-07 18:00:00,2,0,1,2,31.16,35.605,62,11.0014,103,711,814,2012,8,7,18,1
846,2011-02-18 17:00:00,4,0,1,1,27.06,31.06,34,23.9994,52,275,327,2011,2,18,17,4
10788,2012-12-15 22:00:00,3,0,0,1,14.76,17.425,62,12.998,22,134,156,2012,12,15,22,5
7987,2012-06-13 04:00:00,1,0,1,1,24.6,28.03,83,8.9981,1,9,10,2012,6,13,4,2
2572,2011-06-15 02:00:00,1,0,1,1,21.32,25.0,63,15.0013,0,9,9,2011,6,15,2,2
4741,2011-11-10 15:00:00,3,0,1,3,14.76,16.665,81,19.9995,5,57,62,2011,11,10,15,3
10057,2012-11-04 10:00:00,3,0,0,1,13.94,16.665,49,12.998,73,287,360,2012,11,4,10,6
3063,2011-07-16 13:00:00,2,0,0,1,31.16,34.09,45,19.9995,221,276,497,2011,7,16,13,5
7902,2012-06-09 15:00:00,1,0,0,1,34.44,35.605,20,19.9995,218,337,555,2012,6,9,15,5
1097,2011-03-10 08:00:00,4,0,1,3,15.58,19.695,0,19.0012,1,43,44,2011,3,10,8,3
4959,2011-11-19 17:00:00,3,0,0,1,16.4,20.455,40,12.998,61,171,232,2011,11,19,17,5
4690,2011-11-08 12:00:00,3,0,1,1,21.32,25.0,52,8.9981,28,175,203,2011,11,8,12,1
6725,2012-03-17 12:00:00,4,0,0,1,22.96,26.515,68,11.0014,286,365,651,2012,3,17,12,5
2962,2011-07-12 08:00:00,2,0,1,1,31.16,35.605,58,15.0013,35,382,417,2011,7,12,8,1
2256,2011-06-01 22:00:00,1,0,1,1,30.34,34.85,66,8.9981,14,115,129,2011,6,1,22,2
5363,2011-12-17 13:00:00,3,0,0,2,11.48,13.635,48,16.9979,32,204,236,2011,12,17,13,5
3991,2011-09-17 08:00:00,2,0,0,2,18.86,22.725,77,16.9979,27,81,108,2011,9,17,8,5
8112,2012-06-18 09:00:00,1,0,1,2,22.14,25.76,83,15.0013,28,222,250,2012,6,18,9,0
1831,2011-05-03 05:00:00,1,0,1,1,21.32,25.0,88,8.9981,0,14,14,2011,5,3,5,1
359,2011-01-16 11:00:00,4,0,0,1,9.84,11.365,44,16.9979,23,70,93,2011,1,16,11,6
10698,2012-12-12 04:00:00,3,0,1,1,10.66,15.15,60,0.0,0,4,4,2012,12,12,4,2
10015,2012-11-02 16:00:00,3,0,1,1,15.58,19.695,40,22.0028,48,373,421,2012,11,2,16,4
859,2011-02-19 06:00:00,4,0,0,1,16.4,20.455,17,27.9993,3,3,6,2011,2,19,6,5
6691,2012-03-16 02:00:00,4,0,1,2,17.22,21.21,82,12.998,0,4,4,2012,3,16,2,4
2278,2011-06-02 20:00:00,1,0,1,1,28.7,31.82,24,12.998,51,286,337,2011,6,2,20,3
1280,2011-03-18 05:00:00,4,0,1,1,15.58,19.695,66,11.0014,2,8,10,2011,3,18,5,4
5000,2011-12-02 10:00:00,3,0,1,1,12.3,14.395,75,15.0013,16,89,105,2011,12,2,10,4
9157,2012-09-04 22:00:00,2,0,1,1,30.34,34.85,70,19.0012,25,154,179,2012,9,4,22,1
2882,2011-07-09 00:00:00,2,0,0,2,27.06,30.305,83,8.9981,31,90,121,2011,7,9,0,5
4232,2011-10-08 09:00:00,3,0,0,1,20.5,24.24,77,0.0,54,163,217,2011,10,8,9,5
3432,2011-08-12 22:00:00,2,0,1,1,27.88,31.82,51,0.0,74,157,231,2011,8,12,22,4
10395,2012-11-18 13:00:00,3,0,0,1,16.4,20.455,62,22.0028,113,334,447,2012,11,18,13,6
4120,2011-10-03 17:00:00,3,0,1,2,16.4,20.455,76,11.0014,40,455,495,2011,10,3,17,0
9083,2012-09-01 20:00:00,2,0,0,3,31.16,36.365,67,16.9979,67,140,207,2012,9,1,20,5
2756,2011-07-03 18:00:00,2,0,0,3,32.8,37.12,49,56.9969,74,107,181,2011,7,3,18,6
8362,2012-07-09 19:00:00,2,0,1,1,30.34,34.09,55,11.0014,88,543,631,2012,7,9,19,0
2246,2011-06-01 12:00:00,1,0,1,1,35.26,41.665,53,0.0,32,137,169,2011,6,1,12,2
3717,2011-09-05 19:00:00,2,1,0,3,27.06,29.545,94,7.0015,52,123,175,2011,9,5,19,0
5372,2011-12-17 22:00:00,3,0,0,1,8.2,10.605,75,11.0014,7,73,80,2011,12,17,22,5
4750,2011-11-11 00:00:00,3,1,0,1,13.94,15.91,53,16.9979,10,56,66,2011,11,11,0,4
3524,2011-08-16 18:00:00,2,0,1,1,31.16,34.09,45,15.0013,54,516,570,2011,8,16,18,1
1441,2011-04-05 22:00:00,1,0,1,1,13.12,15.15,49,19.9995,3,43,46,2011,4,5,22,1
7144,2012-04-16 01:00:00,1,1,0,1,25.42,30.305,61,23.9994,7,21,28,2012,4,16,1,0
5673,2012-01-11 13:00:00,4,0,1,3,13.12,17.425,76,0.0,8,57,65,2012,1,11,13,2
10054,2012-11-04 07:00:00,3,0,0,1,10.66,13.635,65,7.0015,11,39,50,2012,11,4,7,6
4776,2011-11-12 02:00:00,3,0,0,1,9.84,12.88,65,6.0032,7,39,46,2011,11,12,2,5
743,2011-02-14 08:00:00,4,0,1,1,15.58,19.695,40,31.0009,7,249,256,2011,2,14,8,0
3163,2011-08-01 17:00:00,2,0,1,1,31.16,34.09,45,19.9995,69,445,514,2011,8,1,17,0
8045,2012-06-15 14:00:00,1,0,1,1,29.52,32.575,39,12.998,121,255,376,2012,6,15,14,4
6410,2012-03-04 08:00:00,4,0,0,1,12.3,13.635,52,22.0028,12,54,66,2012,3,4,8,6
468,2011-02-02 14:00:00,4,0,1,1,15.58,19.695,82,26.0027,2,61,63,2011,2,2,14,2
665,2011-02-10 23:00:00,4,0,1,1,4.92,7.575,42,7.0015,1,33,34,2011,2,10,23,3
2659,2011-06-18 17:00:00,1,0,0,2,31.16,34.09,48,11.0014,210,239,449,2011,6,18,17,5
7849,2012-06-07 10:00:00,1,0,1,1,24.6,30.305,64,6.0032,56,154,210,2012,6,7,10,3
4720,2011-11-09 18:00:00,3,0,1,1,18.04,21.97,67,7.0015,21,387,408,2011,11,9,18,2
2972,2011-07-12 18:00:00,2,0,1,1,35.26,40.15,47,19.9995,39,472,511,2011,7,12,18,1
7274,2012-05-02 11:00:00,1,0,1,2,23.78,27.275,81,8.9981,39,145,184,2012,5,2,11,2
3302,2011-08-07 12:00:00,2,0,0,1,36.9,42.425,42,19.9995,161,209,370,2011,8,7,12,6
6868,2012-04-04 12:00:00,1,0,1,2,24.6,31.06,46,27.9993,73,210,283,2012,4,4,12,2
573,2011-02-07 01:00:00,4,0,1,1,9.02,13.635,75,0.0,1,4,5,2011,2,7,1,0
10590,2012-12-07 16:00:00,3,0,1,1,14.76,17.425,76,8.9981,39,336,375,2012,12,7,16,4
9407,2012-09-15 08:00:00,2,0,0,1,22.96,26.515,49,27.9993,43,169,212,2012,9,15,8,5
5955,2012-02-04 08:00:00,4,0,0,1,9.84,14.395,87,0.0,4,86,90,2012,2,4,8,5
7804,2012-06-05 13:00:00,1,0,1,2,24.6,31.06,46,11.0014,66,201,267,2012,6,5,13,1
1891,2011-05-05 17:00:00,1,0,1,1,22.96,26.515,26,26.0027,66,467,533,2011,5,5,17,3
5067,2011-12-05 05:00:00,3,0,1,1,12.3,15.91,87,7.0015,1,24,25,2011,12,5,5,0
4099,2011-10-02 20:00:00,3,0,0,2,14.76,16.665,76,16.9979,16,71,87,2011,10,2,20,6
5205,2011-12-10 23:00:00,3,0,0,1,8.2,10.605,47,11.0014,5,61,66,2011,12,10,23,5
8596,2012-07-19 13:00:00,2,0,1,1,34.44,38.635,47,8.9981,74,180,254,2012,7,19,13,3
7953,2012-06-11 18:00:00,1,0,1,2,32.8,36.365,43,19.9995,105,726,831,2012,6,11,18,0
5565,2012-01-07 00:00:00,4,0,0,1,14.76,17.425,50,11.0014,2,77,79,2012,1,7,0,5
7818,2012-06-06 03:00:00,1,0,1,1,18.86,22.725,82,0.0,0,8,8,2012,6,6,3,2
1077,2011-03-09 10:00:00,4,0,1,2,12.3,14.395,75,16.9979,8,49,57,2011,3,9,10,2
